CardholderID,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,IsWisabi
RI-003-1048,Ngozi,Nduka,M,RI-003,12/5/1997,Electrician,Current,1
RI-001-1003,Joshua,Akobo,M,RI-001,06/23/2003,Student,Savings,1
KN-003-1089,Abdulrahman,Adamu,F,KN-003,6/11/2001,Trader,Current,1
KN-001-1078,Sadiya,Suleiman,F,KN-001,08/16/1978,Marketing Executive,Current,0
RI-007-1097,Kingsley,West,F,RI-007,06/23/1992,Lawyer,Current,1
KN-005-1219,Ibrahim,Khadija,M,KN-005,12/17/2003,Student,Savings,1
LA-005-1271,Oluwayemisi,Abiola,M,LA-005,05/28/1991,Accountant,Savings,0
LA-008-1260,Kehinde,Oluwakemi,M,LA-008,9/10/1993,Electrician,Current,1
LA-008-1248,Cynthia,Okoro,M,LA-008,01/31/1987,Software Developer,Savings,1
LA-006-1156,Nwachukwu,Oni,M,LA-006,08/18/1999,Student,Savings,0
LA-005-1030,Bamidele,Adewale,F,LA-005,11/30/1991,Marketing Executive,Savings,1
LA-011-1058,Alfred,Oluwadara,M,LA-011,01/17/1998,Student,Savings,1
LA-015-1292,Chukwuemeka,Adebisi,F,LA-015,08/18/2002,Student,Savings,0
KN-001-1018,Fadila,Umar,F,KN-001,11/20/2000,Student,Savings,1
RI-007-1019,Austin,Brown,M,RI-007,07/29/1980,Truck Driver,Savings,1
KN-003-1154,Lawal,Nura,M,KN-003,03/21/1992,Truck Driver,Current,1
LA-003-1162,Omolara,Okafor,F,LA-003,4/8/2003,Student,Savings,0
KN-007-1158,Amina,Khadija,M,KN-007,6/3/1990,Accountant,Current,1
EN-004-1042,Chisom,Adebayo,F,EN-004,10/23/1987,Manager,Savings,1
LA-003-1100,Olumide,Okonkwo,M,LA-003,08/13/1994,Software Developer,Savings,1
LA-014-1069,Oladipo,Akinwande,M,LA-014,12/24/1987,Accountant,Savings,1
LA-015-1149,Ebuka,Okoro,F,LA-015,02/16/1996,Health Professional,Savings,1
KN-007-1022,Zara,Musa,F,KN-007,02/14/1981,Health Professional,Current,1
KN-004-1123,Nura,Yakubu,M,KN-004,4/8/1983,Marketing Executive,Savings,1
FC-004-1022,Ismaila,Salma,M,FC-004,01/19/1993,Engineer,Savings,0
EN-008-1072,Chinelo,Obi,F,EN-008,10/8/1993,Lawyer,Current,1
RI-003-1019,Chijioke,Okeke,M,RI-003,06/17/1989,Health Professional,Savings,1
RI-010-1121,Adaku,Okpala,M,RI-010,10/1/1994,Lawyer,Current,1
FC-002-1005,Ebenezer,Afolayan,M,FC-002,11/19/2003,Student,Savings,1
RI-003-1005,Oluwaseun,Adeyemo,M,RI-003,05/14/2001,Truck Driver,Current,0
KN-008-1028,Aisha,Abdullahi,M,KN-008,5/3/1997,Carpenter,Current,1
KN-007-1195,Nura,Zara,M,KN-007,5/10/2002,Human Resources Specialist,Savings,0
EN-009-1043,Ugochi,Eze,M,EN-009,11/15/1980,Trader,Current,1
KN-009-1046,Ahmed,Mohammed,F,KN-009,06/26/1997,Lawyer,Savings,1
KN-010-1074,Khadija,Suleiman,F,KN-010,8/10/2001,Engineer,Savings,0
LA-003-1229,Ademola,Akintola,M,LA-003,04/26/1982,Electrician,Current,0
KN-004-1165,Ibrahim,Nasiru,F,KN-004,3/1/1992,Health Professional,Current,1
RI-004-1045,Olumide,Chukwuemeka,M,RI-004,12/6/2001,Student,Savings,1
KN-001-1005,Aisha,Sani,F,KN-001,8/10/1978,Trader,Current,1
EN-006-1072,Chiamaka,Okoroafor,F,EN-006,09/24/1986,Health Professional,Current,1
EN-007-1070,Obinna,Okezie,M,EN-007,05/15/1989,Marketing Executive,Current,1
KN-001-1091,Rakiya,Bala,F,KN-001,1/10/2002,Trader,Current,0
KN-005-1190,Bashir,Nasiru,M,KN-005,02/26/1994,Farmer,Savings,1
FC-004-1044,Ekwutosi,Olatunji,F,FC-004,06/24/1981,Marketing Executive,Savings,1
LA-015-1156,Hakeem,Nnamdi,M,LA-015,02/19/1979,Plumber,Current,1
KN-008-1056,Lawal,Yusuf,F,KN-008,03/24/1995,Human Resources Specialist,Savings,1
LA-011-1171,Kafayat,Eko,M,LA-011,5/7/1985,Accountant,Savings,1
LA-009-1198,Oluwaseun,Oluwalonimi,M,LA-009,12/9/1982,Data Analyst,Savings,1
KN-001-1077,Lawal,Ahmed,M,KN-001,10/29/1986,Lawyer,Savings,1
KN-005-1206,Amina,Rakiya,F,KN-005,02/18/1990,Lawyer,Savings,1
EN-004-1053,Chukwudi,Amaechi,F,EN-004,04/27/1993,Software Developer,Savings,1
KN-003-1094,Abdulrahman,Muhammad,F,KN-003,2/12/2000,Student,Savings,1
LA-007-1098,Oluwasegun,Omolola,M,LA-007,02/15/1988,Human Resources Specialist,Current,0
KN-005-1082,Nasiru,Ali,M,KN-005,04/19/1981,Health Professional,Current,1
LA-014-1156,Jideofor,Adewale,M,LA-014,04/24/1991,Marketing Executive,Current,1
LA-002-1096,Chidiebere,Egbule,M,LA-002,10/23/1991,Health Professional,Savings,0
KN-006-1221,Mariam,Salma,F,KN-006,4/5/1984,Health Professional,Current,1
EN-004-1036,Nwakaego,Mbadiwe,M,EN-004,3/1/2000,Student,Savings,0
EN-001-1057,Obiageli,Obi,F,EN-001,6/3/1986,Data Analyst,Savings,1
KN-004-1049,Halima,Adamu,M,KN-004,06/22/1983,Mechanic,Savings,1
FC-001-1047,Adewunmi,Oluwatosin,M,FC-001,9/1/1994,Farmer,Current,0
LA-010-1265,Mofoluwake,Asalu,F,LA-010,03/15/1993,Software Developer,Current,0
LA-005-1120,Akeem,Quadri,F,LA-005,10/3/1995,Manager,Savings,1
EN-006-1054,Chidinma,Chukwu,F,EN-006,1/10/1990,Health Professional,Current,1
LA-013-1067,Chinyere,Famuyiwa,M,LA-013,7/11/1997,Accountant,Savings,1
KN-010-1182,Danladi,Bello,M,KN-010,12/9/1993,Plumber,Savings,1
RI-001-1098,Femi,Okon,F,RI-001,5/11/2002,Student,Savings,1
FC-003-1026,Ekwutosi,Oladipo,M,FC-003,11/15/1997,Health Professional,Current,1
FC-001-1043,Nkechi,Busari,M,FC-001,08/21/1986,Factory Worker,Current,1
LA-001-1115,Opeyemi,Nwankwo,M,LA-001,10/2/2002,Student,Savings,1
KN-002-1115,Garba,Ahmad,M,KN-002,04/24/1986,Marketing Executive,Savings,1
LA-013-1216,Chidiebere,Famuyiwa,F,LA-013,06/18/1987,Software Developer,Savings,1
EN-001-1059,Onyeka,Udeh,M,EN-001,02/17/1991,Lawyer,Savings,1
EN-001-1082,Oluchi,Ekeoma,F,EN-001,01/31/1995,Health Professional,Savings,0
RI-010-1084,Temitope,Briggs,F,RI-010,12/20/1985,Manager,Current,1
KN-001-1137,Habiba,Fati,F,KN-001,12/4/1985,Health Professional,Savings,1
LA-005-1220,Ademola,Onwuka,F,LA-005,01/15/1999,Health Professional,Current,1
LA-011-1157,Olajide,Ojo,F,LA-011,4/5/1999,Accountant,Current,1
RI-003-1037,Oluwakemi,Chukwuma,M,RI-003,1/3/1985,Marketing Executive,Savings,1
EN-001-1072,Ifeoma,Onyia,M,EN-001,7/2/2002,Truck Driver,Savings,1
EN-007-1062,Onyinye,Onwuka,M,EN-007,12/20/1993,Plumber,Savings,1
LA-008-1068,Bertha,Okafor,F,LA-008,2/1/1990,Health Professional,Current,1
RI-010-1080,Joshua,Okoli,M,RI-010,2/11/1978,Construction Worker,Current,1
FC-001-1014,Rukayat,Ruqayya,F,FC-001,02/17/1978,Lawyer,Savings,0
KN-006-1029,Lawal,Usman,M,KN-006,4/11/1987,Welder,Savings,1
LA-011-1154,Oladimeji,Adeola,M,LA-011,6/7/1993,Construction Worker,Savings,1
LA-004-1019,Adedeji,Adeleke,M,LA-004,08/14/1995,Data Analyst,Savings,1
FC-002-1044,Oluwadamilola,Oluwaseyi,M,FC-002,3/1/1981,Carpenter,Savings,0
LA-010-1175,Olamide,Abiodun,M,LA-010,12/25/2006,Student,Savings,1
EN-009-1044,Ogochukwu,Onyekwere,M,EN-009,06/23/1990,Lawyer,Current,0
EN-001-1070,Onyeka,Ibe,M,EN-001,3/6/2003,Student,Savings,1
LA-011-1194,Chinenye,Ojo,M,LA-011,04/27/1985,Health Professional,Savings,1
LA-013-1183,Oluwaseun,Ajayi,M,LA-013,9/12/1993,Data Analyst,Savings,1
RI-001-1117,Ifeanyichukwu,Chukwu,M,RI-001,1/8/1996,Software Developer,Savings,1
RI-006-1068,Michael,Nwachukwu,F,RI-006,09/14/1998,Manager,Current,1
EN-004-1039,Chukwudi,Ibe,M,EN-004,03/24/1980,Lawyer,Savings,1
LA-013-1005,Bethel,Akpan,M,LA-013,03/21/1997,Electrician,Savings,1
KN-009-1184,Firdausi,Tijjani,M,KN-009,02/26/1984,Accountant,Current,0
LA-012-1219,Oluwagbemiga,Afolayan,M,LA-012,06/28/2002,Student,Savings,1
KN-001-1071,Salisu,Abdullahi,F,KN-001,10/10/1990,Engineer,Savings,1
LA-010-1186,Akinyemi,Oguntade,M,LA-010,3/5/1981,Truck Driver,Current,0
KN-008-1149,Tijjani,Maryam,M,KN-008,05/20/2001,Accountant,Savings,1
KN-009-1115,Habiba,Firdausi,M,KN-009,12/29/1982,Truck Driver,Current,0
EN-007-1078,Chinonso,Uzoma,M,EN-007,8/4/1992,Lawyer,Current,1
LA-005-1263,Adejoke,Fagbemi,F,LA-005,03/23/1988,Accountant,Current,0
LA-011-1063,Eniola,Ekundayo,F,LA-011,10/9/1995,Health Professional,Savings,0
KN-002-1096,Usman,Ali,M,KN-002,10/26/1990,Truck Driver,Savings,1
RI-003-1092,Edidiong,Ibezim,F,RI-003,9/12/1992,Data Analyst,Current,0
EN-003-1092,Chikaodili,Uche,M,EN-003,8/5/1996,Construction Worker,Savings,1
KN-001-1148,Bashir,Mariam,F,KN-001,05/26/1985,Marketing Executive,Current,1
RI-001-1094,Eberechukwu,Briggs,F,RI-001,6/8/1998,Engineer,Savings,1
RI-002-1101,Adaobi,Adeyemo,M,RI-002,02/23/1989,Software Developer,Savings,0
RI-005-1108,Esther,Pepple,M,RI-005,07/17/1987,Farmer,Savings,1
EN-001-1077,Ugochukwu,Ezeagu,M,EN-001,08/17/1995,Engineer,Savings,1
RI-007-1002,Ebele,Okeke,F,RI-007,1/10/1988,Manager,Savings,1
KN-010-1114,Bashir,Usman,M,KN-010,7/3/1990,Human Resources Specialist,Savings,1
EN-005-1020,Ezinne,Obioma,F,EN-005,05/17/1988,Lawyer,Current,1
LA-014-1224,Bolaji,Obi,M,LA-014,04/13/1981,Accountant,Current,1
LA-002-1057,Omololu,Okafor,M,LA-002,04/17/2003,Human Resources Specialist,Current,1
RI-010-1108,Gift,Okoro,F,RI-010,06/28/1989,Data Analyst,Savings,1
LA-006-1010,Chukwuemeka,Eze,M,LA-006,05/29/1993,Human Resources Specialist,Savings,1
KN-002-1156,Habiba,Muhammad,F,KN-002,08/14/2003,Trader,Current,0
RI-009-1040,Emmanuel,Adeyemo,M,RI-009,01/18/1991,Trader,Current,1
LA-002-1152,Agatha,Opeyemi,M,LA-002,10/14/1997,Construction Worker,Current,0
LA-009-1257,Oluwaseun,Nkele,F,LA-009,04/18/1993,Human Resources Specialist,Current,1
LA-005-1191,Omolola,Adebayo,F,LA-005,12/1/2003,Manager,Current,1
RI-007-1105,Michael,Briggs,F,RI-007,06/21/1988,Human Resources Specialist,Savings,1
KN-006-1040,Salma,Umar,M,KN-006,3/9/1995,Health Professional,Current,1
EN-004-1018,Adaeze,Ezeani,M,EN-004,06/28/1986,Engineer,Current,1
EN-006-1057,Emeka,Okeke,M,EN-006,4/8/2007,Student,Savings,1
LA-009-1261,Aluko,Okafor,M,LA-009,04/17/1993,Mechanic,Current,1
KN-006-1016,Mustapha,Ibrahim,M,KN-006,12/1/1981,Mechanic,Savings,1
EN-002-1003,Onyinye,Mbadiwe,F,EN-002,8/7/1987,Marketing Executive,Savings,1
EN-006-1093,Adaolisa,Ezenwa,M,EN-006,01/25/1995,Plumber,Current,1
KN-006-1239,Suleiman,Nasiru,M,KN-006,9/1/1991,Trader,Current,1
EN-005-1071,Ikechukwu,Eke,M,EN-005,02/13/1989,Factory Worker,Savings,1
LA-004-1037,Boluwatife,Akinola,F,LA-004,9/8/1980,Lawyer,Savings,1
KN-005-1187,Nafisa,Mariam,M,KN-005,06/24/1982,Marketing Executive,Savings,0
KN-006-1055,Hafsatu,Garba,F,KN-006,05/14/1987,Marketing Executive,Savings,1
RI-001-1113,Ebele,Okoli,F,RI-001,08/29/1993,Data Analyst,Current,0
RI-009-1083,Joshua,Briggs,F,RI-009,01/16/2000,Marketing Executive,Savings,1
KN-006-1232,Yusuf,Maryam,F,KN-006,03/23/1993,Engineer,Savings,0
RI-001-1125,Ebubechukwu,Wike,F,RI-001,2/10/1988,Health Professional,Savings,1
RI-005-1043,Temitope,Okpala,M,RI-005,09/29/2002,Student,Savings,1
FC-003-1016,Fati,Rabi,M,FC-003,02/28/1998,Electrician,Savings,1
KN-004-1170,Ismaila,Maryam,M,KN-004,2/9/1980,Mechanic,Current,1
EN-008-1004,Adaobi,Nwachukwu,F,EN-008,05/15/1987,Marketing Executive,Current,1
EN-003-1094,Ikechukwu,Nnamdi,F,EN-003,02/26/1985,Trader,Savings,1
LA-015-1075,Alao,Afolayan,F,LA-015,5/11/1979,Health Professional,Current,1
FC-001-1004,Olufemi,Adesina,M,FC-001,09/14/1998,Construction Worker,Current,1
EN-008-1009,Ikechukwu,Ani,M,EN-008,9/2/2000,Student,Savings,1
KN-004-1053,Fatima,Yakubu,M,KN-004,6/6/1999,Student,Savings,1
LA-015-1115,Morounkola,Fajimi,F,LA-015,06/24/1981,Accountant,Savings,0
EN-004-1090,Amara,Onyemaechi,F,EN-004,08/22/1986,Lawyer,Savings,0
KN-003-1141,Mustapha,Aisha,F,KN-003,09/17/2000,Trader,Current,1
RI-006-1025,Amarachi,Akpobari,F,RI-006,05/29/1991,Manager,Current,1
EN-007-1033,Tobechukwu,Ugwu,M,EN-007,08/19/2006,Student,Savings,1
KN-003-1191,Abdullahi,Abdulrahman,F,KN-003,12/3/1994,Engineer,Savings,1
EN-003-1007,Ijeoma,Ezeani,F,EN-003,08/17/1984,Human Resources Specialist,Savings,1
KN-008-1110,Fatima,Umaru,F,KN-008,08/16/2002,Engineer,Savings,1
LA-010-1266,Opeyemi,Nkechi,F,LA-010,11/14/1992,Human Resources Specialist,Current,1
LA-011-1175,Camillus,Ayodele,F,LA-011,10/15/1995,Manager,Savings,1
LA-005-1289,Ifeoluwa,Igwe,M,LA-005,12/7/1999,Health Professional,Current,1
LA-002-1091,Oluwakemi,Nifemi,M,LA-002,3/11/1990,Software Developer,Current,0
LA-015-1102,Dickson,Idowu,M,LA-015,7/1/1995,Farmer,Current,1
EN-009-1037,Ifeoma,Okwara,M,EN-009,9/4/1979,Construction Worker,Current,1
KN-006-1128,Nafisa,Adamu,M,KN-006,2/2/2000,Student,Savings,0
KN-008-1103,Rukayat,Garba,M,KN-008,6/10/1998,Manager,Current,1
KN-005-1218,Danladi,Hauwa,F,KN-005,12/6/1995,Marketing Executive,Current,1
EN-005-1034,Chukwuemeka,Ezeani,M,EN-005,06/27/2001,Construction Worker,Savings,1
RI-006-1021,Onyinyechi,Obinna,F,RI-006,5/1/2002,Engineer,Savings,1
EN-006-1085,Chukwuemeka,Madu,M,EN-006,9/5/1999,Student,Savings,1
LA-010-1168,Nkechi,Ekeinde,F,LA-010,09/17/2002,Student,Savings,1
KN-005-1067,Amina,Ahmad,M,KN-005,12/11/1987,Manager,Current,1
EN-007-1050,Ogochukwu,Nwadiogbu,F,EN-007,10/23/1999,Lawyer,Savings,1
KN-007-1003,Abdullahi,Ahmad,F,KN-007,07/23/1985,Trader,Current,1
EN-002-1056,Nwamaka,Onyeka,F,EN-002,5/5/1997,Accountant,Current,1
RI-010-1092,Harrison,Akpobari,F,RI-010,11/25/2000,Student,Savings,1
EN-003-1097,Ifeoma,Ezeonu,F,EN-003,3/11/1986,Human Resources Specialist,Current,0
RI-004-1057,Anthonia,Olumba,M,RI-004,12/28/1998,Welder,Current,1
LA-001-1228,Edwin,Oluwadamilola,F,LA-001,01/13/1992,Manager,Current,1
KN-006-1196,Zainab,Danjuma,F,KN-006,5/11/2003,Student,Savings,1
LA-005-1202,Ngozi,Akintoye,M,LA-005,03/24/1990,Truck Driver,Current,1
KN-002-1039,Fatima,Yusuf,F,KN-002,4/5/1992,Human Resources Specialist,Savings,0
LA-003-1224,Dayo,Odeyemi,F,LA-003,06/28/1990,Lawyer,Current,0
EN-001-1033,Okechukwu,Obioha,M,EN-001,1/1/2002,Electrician,Current,1
RI-010-1058,Chukwuemeka,Akpobari,M,RI-010,03/16/2001,Human Resources Specialist,Current,1
KN-001-1027,Zainab,Aliyu,F,KN-001,08/26/1994,Accountant,Savings,0
LA-004-1227,Adedoyin,Opeyemi,M,LA-004,12/4/1994,Truck Driver,Savings,1
KN-004-1003,Maryam,Garba,F,KN-004,07/15/1999,Student,Savings,1
RI-008-1021,Tonia,Wike,F,RI-008,12/1/1992,Engineer,Savings,0
EN-007-1040,Oluchi,Okwara,F,EN-007,4/11/1989,Engineer,Current,1
KN-010-1191,Maryam,Fadila,F,KN-010,11/19/1986,Health Professional,Current,1
LA-013-1278,Akinbode,Oguntade,F,LA-013,3/1/1994,Data Analyst,Current,1
EN-003-1044,Chinwe,Ani,F,EN-003,05/26/2002,Data Analyst,Current,0
KN-004-1090,Ahmad,Danjuma,F,KN-004,1/11/1997,Marketing Executive,Current,1
RI-004-1083,Chinedu,Obioma,M,RI-004,5/10/1987,Data Analyst,Current,1
LA-006-1266,Chinelo,Okorie,M,LA-006,11/30/1995,Mechanic,Current,1
FC-002-1001,Olumide,Adebayo,M,FC-002,07/24/2000,Student,Savings,0
EN-007-1042,Ogochukwu,Chukwu,F,EN-007,5/9/1979,Lawyer,Savings,0
LA-008-1036,Adebisi,Nwosu,F,LA-008,7/2/1990,Lawyer,Current,1
LA-003-1089,Oluwakemi,Afolayan,M,LA-003,12/31/1987,Carpenter,Savings,0
EN-002-1036,Ugochukwu,Obasi,F,EN-002,09/14/1989,Lawyer,Current,1
KN-002-1142,Hassan,Hassan,F,KN-002,08/20/1985,Health Professional,Savings,1
KN-007-1191,Yakubu,Halima,M,KN-007,02/19/1993,Farmer,Savings,0
EN-001-1054,Amaka,Amaefule,F,EN-001,3/10/2001,Accountant,Savings,1
EN-001-1095,Adaeze,Ezeobi,M,EN-001,07/17/1999,Mechanic,Current,1
EN-004-1072,Oluchi,Ugwu,M,EN-004,07/22/2003,Student,Savings,1
EN-001-1069,Ugochukwu,Anyanwu,M,EN-001,04/13/2003,Student,Savings,0
EN-007-1005,Nwamaka,Madu,F,EN-007,03/31/1997,Manager,Savings,1
FC-002-1030,Sani,Sadiya,F,FC-002,12/16/2001,Health Professional,Current,0
KN-003-1159,Zara,Firdausi,F,KN-003,10/16/1985,Marketing Executive,Savings,1
LA-011-1135,Olumide,Igwe,F,LA-011,12/29/1989,Manager,Savings,1
LA-008-1264,Adeyinka,Adeyemi,M,LA-008,04/26/1999,Plumber,Savings,0
LA-007-1108,Oluwadamilola,Akintoye,F,LA-007,9/1/1981,Data Analyst,Current,1
EN-009-1020,Oluoma,Uzoh,F,EN-009,07/29/2002,Accountant,Savings,1
RI-004-1071,Ngozi,Obinna,M,RI-004,12/31/1988,Trader,Savings,1
LA-009-1094,Kabirat,Olawale,F,LA-009,6/2/1996,Marketing Executive,Current,1
RI-004-1042,Ogechi,Briggs,F,RI-004,08/31/2001,Student,Savings,0
RI-006-1071,Precious,Okpala,F,RI-006,04/27/1999,Student,Savings,1
FC-003-1008,Fatima,Bala,F,FC-003,02/18/1984,Trader,Savings,0
KN-001-1186,Khadija,Amina,F,KN-001,9/5/2002,Trader,Current,0
FC-002-1002,Temitope,Ogundipe,M,FC-002,12/7/1995,Factory Worker,Savings,1
KN-007-1169,Zara,Ismaila,M,KN-007,8/11/1978,Human Resources Specialist,Current,1
EN-005-1017,Ugochukwu,Nwadike,M,EN-005,12/19/1988,Mechanic,Savings,1
EN-003-1035,Chioma,Okafor,F,EN-003,1/3/1999,Student,Savings,1
EN-008-1058,Uchechukwu,Chukwuma,F,EN-008,3/8/1984,Software Developer,Current,1
RI-007-1078,Ngozi,Chukwuemeka,M,RI-007,1/2/1998,Carpenter,Savings,1
RI-005-1036,Olufunke,Brown,F,RI-005,3/10/1992,Human Resources Specialist,Current,1
KN-010-1161,Amina,Fatima,F,KN-010,03/20/1999,Health Professional,Savings,1
RI-003-1097,Oluwadamilola,Chukwuemeka,F,RI-003,10/3/1994,Accountant,Savings,1
EN-007-1102,Ngozi,Nwankwo,M,EN-007,1/11/1996,Data Analyst,Savings,1
LA-014-1185,Ibukunoluwa,Awosika,F,LA-014,11/6/1988,Lawyer,Current,1
LA-008-1025,Nifemi,Okafor,M,LA-008,02/14/2002,Student,Savings,1
RI-002-1060,Abigail,Nwadike,M,RI-002,01/26/1990,Manager,Current,1
EN-005-1057,Nnenna,Ugochukwu,M,EN-005,1/5/1981,Welder,Savings,0
LA-006-1226,Ademiluyi,Idowu,M,LA-006,04/23/1997,Human Resources Specialist,Current,1
KN-009-1125,Hauwa,Nura,F,KN-009,01/24/1995,Trader,Savings,1
EN-007-1032,Oluchi,Okafor,F,EN-007,05/22/2002,Student,Savings,0
FC-001-1026,Khadija,Fadila,F,FC-001,03/20/1999,Engineer,Current,1
KN-006-1141,Tijjani,Ahmed,F,KN-006,4/7/2001,Engineer,Current,1
EN-009-1052,Chiagozie,Nwosu,M,EN-009,06/23/2006,Student,Savings,0
EN-007-1039,Nnamdi,Okonkwo,M,EN-007,1/8/1990,Software Developer,Savings,0
LA-009-1185,Akubueze,Akintoye,M,LA-009,01/14/2003,Farmer,Savings,1
FC-004-1034,Yewande,Okeke,M,FC-004,09/16/1993,Software Developer,Savings,1
KN-004-1118,Tijjani,Muhammad,M,KN-004,3/11/1986,Accountant,Savings,1
LA-011-1046,Adewunmi,Okafor,M,LA-011,04/21/1998,Plumber,Current,1
LA-013-1210,Jideofor,Egbule,M,LA-013,12/17/1981,Factory Worker,Savings,1
KN-007-1153,Khadija,Zara,M,KN-007,5/5/1992,Welder,Savings,0
RI-002-1089,Joyce,Okafor,F,RI-002,11/24/2002,Student,Savings,1
EN-002-1061,Emeka,Ibeh,F,EN-002,02/28/1999,Student,Savings,1
KN-003-1074,Fatima,Aliyu,F,KN-003,05/16/1994,Trader,Current,1
EN-004-1084,Onyinye,Obi,M,EN-004,05/16/1980,Plumber,Current,1
LA-007-1165,Anayo,Onyeka,M,LA-007,01/21/2002,Student,Savings,1
KN-002-1129,Halima,Danjuma,F,KN-002,08/17/1981,Engineer,Current,1
KN-003-1037,Amina,Abdullahi,F,KN-003,04/23/1988,Trader,Current,1
EN-005-1047,Ifeanyi,Obasi,M,EN-005,06/29/2002,Student,Savings,1
LA-002-1281,Nifemi,Udom,M,LA-002,04/30/1994,Mechanic,Current,1
KN-007-1009,Haruna,Adamu,F,KN-007,2/10/2006,Student,Savings,1
EN-001-1035,Ikechukwu,Eze,F,EN-001,06/17/1979,Software Developer,Savings,1
EN-001-1015,Adaobi,Eze,F,EN-001,12/3/1985,Marketing Executive,Current,1
KN-001-1172,Abdulkadir,Rukayat,F,KN-001,12/18/1993,Human Resources Specialist,Savings,1
FC-004-1020,Mariam,Salisu,F,FC-004,12/30/1995,Marketing Executive,Current,1
LA-013-1227,Yewande,Oladipo,M,LA-013,12/22/1982,Plumber,Savings,1
LA-009-1154,Nkechi,Ibrahim,F,LA-009,4/1/2002,Trader,Current,1
LA-009-1194,Jacinta,Nwachukwu,F,LA-009,05/31/1994,Accountant,Current,0
FC-003-1012,Fati,Rukayya,M,FC-003,02/24/1985,Data Analyst,Current,1
RI-004-1058,Esther,Okoli,M,RI-004,06/17/1992,Welder,Current,1
LA-003-1113,Chiwendu,Oladejo,F,LA-003,09/17/1994,Marketing Executive,Savings,1
RI-009-1023,Onyekachi,Okeke,M,RI-009,8/1/1989,Lawyer,Savings,1
LA-014-1105,Oluwatobiloba,Okonkwo,M,LA-014,01/28/1983,Manager,Current,0
LA-001-1040,Nkechi,Odeyemi,F,LA-001,01/24/1985,Data Analyst,Current,1
LA-010-1122,Alaba,Egbeyemi,F,LA-010,8/7/1992,Software Developer,Current,0
LA-015-1274,Pamela,Okoro,M,LA-015,8/4/2000,Student,Savings,0
KN-006-1181,Abdulaziz,Abdulaziz,M,KN-006,7/11/2002,Electrician,Savings,1
FC-002-1016,Ahmad,Mariam,M,FC-002,9/10/2002,Student,Savings,1
LA-015-1174,Oluwabukola,Adeyemo,F,LA-015,9/8/1997,Human Resources Specialist,Savings,0
RI-005-1073,Godwin,Amadi,M,RI-005,8/8/1982,Lawyer,Current,1
LA-014-1258,Amos,Oluwadamilola,M,LA-014,10/27/1979,Manager,Current,1
FC-003-1022,Ekele,Agboola,M,FC-003,07/22/1997,Health Professional,Current,1
LA-003-1168,Omotayo,Ige,F,LA-003,10/5/1989,Health Professional,Savings,1
EN-009-1005,Emeka,Onyema,M,EN-009,4/1/1996,Trader,Current,1
LA-008-1212,Pelumi,Nifemi,F,LA-008,10/30/1994,Health Professional,Savings,0
KN-006-1157,Mustapha,Fadila,M,KN-006,10/30/1998,Carpenter,Savings,1
RI-008-1023,Gift,Obi,F,RI-008,02/15/1995,Lawyer,Current,1
EN-003-1042,Ikechukwu,Ibe,F,EN-003,5/10/1981,Data Analyst,Current,1
LA-013-1058,Nwachukwu,Alausa,F,LA-013,09/26/1996,Manager,Savings,1
RI-009-1036,Mary,Nwokocha,F,RI-009,11/20/1991,Engineer,Savings,1
KN-004-1138,Rakiya,Farouq,F,KN-004,4/6/1988,Engineer,Savings,1
RI-002-1081,Funke,Obi,F,RI-002,5/11/1995,Lawyer,Savings,1
EN-007-1060,Nwabueze,Chukwu,F,EN-007,06/15/1987,Human Resources Specialist,Savings,0
LA-011-1152,Oluwaseun,Adeleke,F,LA-011,11/12/1979,Manager,Current,1
KN-003-1193,Garba,Haruna,F,KN-003,2/4/1999,Trader,Current,1
EN-009-1033,Chiamaka,Okonkwo,M,EN-009,5/7/1992,Accountant,Savings,1
KN-003-1168,Fati,Mariam,F,KN-003,12/18/1993,Marketing Executive,Current,1
RI-009-1014,Chinedu,Wike,M,RI-009,5/9/1987,Farmer,Current,1
RI-003-1061,Ngozi,Brown,F,RI-003,07/23/2003,Data Analyst,Current,1
KN-009-1100,Fati,Umar,M,KN-009,08/31/1978,Human Resources Specialist,Savings,1
LA-012-1065,Bose,Oluwakemi,M,LA-012,04/16/1996,Manager,Current,1
LA-003-1178,Austin,Okonkwo,M,LA-003,6/12/1990,Software Developer,Savings,1
KN-007-1042,Salma,Abdullahi,M,KN-007,8/12/1986,Engineer,Savings,1
LA-008-1228,Bernadine,Nwankwo,F,LA-008,09/18/2003,Software Developer,Savings,1
EN-001-1024,Chizoba,Onwuka,F,EN-001,2/8/1999,Trader,Savings,1
EN-009-1006,Ifeanyi,Madu,M,EN-009,10/16/2007,Student,Savings,1
RI-007-1089,Patricia,Amadi,F,RI-007,8/9/1991,Marketing Executive,Savings,1
RI-001-1064,Jennifer,Akobo,M,RI-001,11/8/1986,Factory Worker,Savings,0
LA-006-1192,Ugochukwu,Akande,M,LA-006,02/21/1996,Engineer,Current,1
LA-009-1068,Olasupo,Igwe,F,LA-009,08/23/1979,Trader,Savings,1
LA-002-1239,Olasunkanmi,Amosun,M,LA-002,08/30/1989,Manager,Savings,1
KN-008-1162,Abdulrahman,Yakubu,M,KN-008,03/17/2001,Student,Savings,0
KN-008-1117,Salisu,Garba,F,KN-008,07/27/1990,Marketing Executive,Current,1
